lnferno,challenger,"1,415","[('graves', 58, 47, 34), ('ahri', 62, 41, 25), ('leblanc', 65, 36, 19), ('akali', 52, 28, 26), ('kaisa', 48, 22, 24), ('jayce', 58, 21, 15), ('veigar', 49, 17, 18), ('viktor', 49, 17, 18), ('ryze', 47, 16, 18), ('sylas', 47, 14, 16), ('irelia', 57, 16, 12), ('viego', 67, 16, 8), ('syndra', 78, 14, 4), ('zoe', 65, 11, 6), ('corki', 59, 10, 7), ('twistedfate', 47, 8, 9), ('zed', 56, 9, 7), ('orianna', 47, 7, 8), ('vex', 46, 6, 7), ('xayah', 46, 6, 7), ('khazix', 45, 5, 6), ('azir', 50, 5, 5), ('yasuo', 44, 4, 5), ('qiyana', 33, 3, 6), ('nidalee', 50, 4, 4), ('taliyah', 57, 4, 3), ('camille', 57, 4, 3), ('karthus', 14, 1, 6), ('vladimir', 83, 5, 1), ('galio', 67, 4, 2), ('jarvaniv', 33, 2, 4), ('lucian', 80, 4, 1), ('yone', 40, 2, 3), ('aatrox', 75, 3, 1), ('ezreal', 75, 3, 1), ('ekko', 50, 2, 2), ('diana', 25, 1, 3), ('jhin', 67, 2, 1), ('kayn', 0, 0, 3), ('nautilus', 100, 2, 0), ('jinx', 0, 0, 2), ('leesin', 0, 0, 2), ('tryndamere', 0, 0, 2), ('thresh', 100, 1, 0), ('karma', 100, 1, 0), ('rakan', 100, 1, 0), ('cassiopeia', 100, 1, 0), ('kassadin', 100, 1, 0), ('caitlyn', 100, 1, 0), ('xerath', 100, 1, 0), ('malzahar', 0, 0, 1), ('akshan', 0, 0, 1), ('alistar', 0, 0, 1), ('blitzcrank', 0, 0, 1), ('senna', 0, 0, 1), ('lux', 0, 0, 1)]"
KT Noah,challenger,"1,411","[('ezreal', 62, 105, 65), ('leesin', 46, 47, 55), ('aphelios', 48, 44, 48), ('lucian', 60, 49, 32), ('kaisa', 54, 33, 28), ('samira', 63, 32, 19), ('zeri', 63, 29, 17), ('xayah', 53, 24, 21), ('jhin', 47, 21, 24), ('senna', 65, 20, 11), ('jinx', 62, 18, 11), ('graves', 48, 12, 13), ('yasuo', 61, 11, 7), ('tristana', 50, 7, 7), ('caitlyn', 43, 6, 8), ('kalista', 36, 4, 7), ('viego', 27, 3, 8), ('xinzhao', 50, 5, 5), ('ziggs', 30, 3, 7), ('missfortune', 63, 5, 3), ('zed', 17, 1, 5), ('talon', 40, 2, 3), ('vayne', 25, 1, 3), ('rengar', 100, 2, 0), ('varus', 50, 1, 1), ('kogmaw', 0, 0, 2), ('poppy', 0, 0, 2), ('masteryi', 0, 0, 2), ('hecarim', 0, 0, 2), ('monkeyking', 100, 1, 0), ('sivir', 100, 1, 0), ('gragas', 100, 1, 0), ('karthus', 100, 1, 0), ('zoe', 0, 0, 1), ('volibear', 0, 0, 1), ('malphite', 0, 0, 1), ('viktor', 0, 0, 1)]"
Night 9 19,challenger,"1,407","[('leesin', 62, 99, 61), ('nautilus', 63, 62, 36), ('viego', 48, 38, 41), ('hecarim', 54, 38, 33), ('graves', 54, 38, 32), ('nidalee', 56, 32, 25), ('leona', 54, 29, 25), ('alistar', 61, 19, 12), ('reksai', 52, 15, 14), ('kindred', 74, 20, 7), ('taliyah', 37, 10, 17), ('poppy', 50, 13, 13), ('karma', 38, 10, 16), ('syndra', 48, 12, 13), ('diana', 45, 10, 12), ('renata', 53, 8, 7), ('sett', 67, 8, 4), ('gragas', 13, 1, 7), ('senna', 57, 4, 3), ('xinzhao', 43, 3, 4), ('rakan', 29, 2, 5), ('renekton', 50, 3, 3), ('jarvaniv', 33, 2, 4), ('yuumi', 75, 3, 1), ('ivern', 50, 2, 2), ('sejuani', 50, 2, 2), ('braum', 50, 2, 2), ('olaf', 25, 1, 3), ('malphite', 67, 2, 1), ('talon', 33, 1, 2), ('trundle', 33, 1, 2), ('monkeyking', 0, 0, 3), ('lulu', 0, 0, 3), ('lillia', 100, 2, 0), ('blitzcrank', 100, 2, 0), ('rammus', 100, 2, 0), ('karthus', 50, 1, 1), ('nami', 0, 0, 2), ('masteryi', 0, 0, 2), ('rengar', 100, 1, 0), ('qiyana', 100, 1, 0), ('aatrox', 100, 1, 0), ('gnar', 0, 0, 1), ('shyvana', 0, 0, 1), ('nocturne', 0, 0, 1), ('ekko', 0, 0, 1), ('volibear', 0, 0, 1), ('gwen', 0, 0, 1), ('lissandra', 0, 0, 1), ('xayah', 0, 0, 1), ('shaco', 0, 0, 1)]"
도화지에그린그림,challenger,"1,396","[('ahri', 63, 59, 34), ('vex', 50, 39, 39), ('zoe', 60, 40, 27), ('orianna', 63, 36, 21), ('leblanc', 52, 26, 24), ('twistedfate', 52, 22, 20), ('akali', 59, 24, 17), ('ryze', 57, 21, 16), ('galio', 62, 16, 10), ('kaisa', 54, 14, 12), ('reksai', 42, 11, 15), ('akshan', 67, 14, 7), ('viktor', 29, 6, 15), ('senna', 55, 11, 9), ('gwen', 55, 11, 9), ('yone', 45, 9, 11), ('viego', 35, 6, 11), ('corki', 53, 8, 7), ('irelia', 40, 6, 9), ('jayce', 50, 7, 7), ('rakan', 46, 6, 7), ('aphelios', 38, 5, 8), ('qiyana', 75, 9, 3), ('sylas', 50, 6, 6), ('jhin', 42, 5, 7), ('taliyah', 78, 7, 2), ('lucian', 22, 2, 7), ('xayah', 71, 5, 2), ('azir', 67, 4, 2), ('missfortune', 33, 2, 4), ('renekton', 60, 3, 2), ('pyke', 75, 3, 1), ('sion', 50, 2, 2), ('lillia', 25, 1, 3), ('lissandra', 25, 1, 3), ('kassadin', 25, 1, 3), ('syndra', 100, 3, 0), ('leesin', 67, 2, 1), ('zeri', 67, 2, 1), ('kalista', 67, 2, 1), ('karthus', 33, 1, 2), ('leona', 33, 1, 2), ('veigar', 0, 0, 3), ('karma', 100, 2, 0), ('lulu', 100, 2, 0), ('yuumi', 50, 1, 1), ('graves', 50, 1, 1), ('samira', 50, 1, 1), ('tryndamere', 0, 0, 2), ('caitlyn', 100, 1, 0), ('renata', 100, 1, 0), ('nami', 100, 1, 0), ('blitzcrank', 100, 1, 0), ('thresh', 100, 1, 0), ('anivia', 100, 1, 0), ('ashe', 100, 1, 0), ('sett', 0, 0, 1), ('yasuo', 0, 0, 1), ('diana', 0, 0, 1), ('jinx', 0, 0, 1), ('gragas', 0, 0, 1), ('nautilus', 0, 0, 1), ('kennen', 0, 0, 1), ('ezreal', 0, 0, 1)]"
순삭쿠키,challenger,"1,371","[('gwen', 59, 30, 21), ('akali', 57, 28, 21), ('tryndamere', 70, 31, 13), ('leesin', 50, 15, 15), ('kennen', 45, 13, 16), ('gragas', 57, 16, 12), ('gnar', 52, 14, 13), ('graves', 50, 12, 12), ('irelia', 43, 10, 13), ('renekton', 50, 10, 10), ('vladimir', 67, 12, 6), ('monkeyking', 50, 8, 8), ('sett', 40, 6, 9), ('camille', 54, 7, 6), ('sion', 67, 8, 4), ('sylas', 45, 5, 6), ('jayce', 70, 7, 3), ('sejuani', 78, 7, 2), ('fiora', 57, 4, 3), ('mordekaiser', 43, 3, 4), ('akshan', 83, 5, 1), ('olaf', 40, 2, 3), ('shen', 100, 4, 0), ('kayle', 50, 2, 2), ('aatrox', 50, 2, 2), ('ornn', 33, 1, 2), ('yone', 33, 1, 2), ('ahri', 100, 2, 0), ('rumble', 50, 1, 1), ('yasuo', 50, 1, 1), ('darius', 50, 1, 1), ('rakan', 100, 1, 0), ('vayne', 100, 1, 0), ('nautilus', 100, 1, 0), ('alistar', 0, 0, 1), ('thresh', 0, 0, 1), ('tahmkench', 0, 0, 1), ('varus', 0, 0, 1), ('karma', 0, 0, 1), ('malphite', 0, 0, 1), ('xayah', 0, 0, 1)]"
베란다거북이,challenger,"1,385","[('ahri', 65, 47, 25), ('leblanc', 54, 38, 32), ('akali', 53, 21, 19), ('sylas', 61, 19, 12), ('yone', 59, 16, 11), ('vex', 64, 16, 9), ('ryze', 60, 15, 10), ('leesin', 44, 11, 14), ('tryndamere', 53, 10, 9), ('kaisa', 42, 8, 11), ('zoe', 75, 12, 4), ('lucian', 62, 8, 5), ('renekton', 46, 6, 7), ('viktor', 50, 5, 5), ('yasuo', 56, 5, 4), ('zed', 38, 3, 5), ('akshan', 86, 6, 1), ('jayce', 43, 3, 4), ('corki', 43, 3, 4), ('galio', 83, 5, 1), ('kennen', 80, 4, 1), ('azir', 60, 3, 2), ('orianna', 60, 3, 2), ('ekko', 100, 3, 0), ('twistedfate', 67, 2, 1), ('rumble', 67, 2, 1), ('lissandra', 67, 2, 1), ('nidalee', 33, 1, 2), ('pyke', 33, 1, 2), ('aatrox', 33, 1, 2), ('irelia', 0, 0, 3), ('gragas', 50, 1, 1), ('diana', 50, 1, 1), ('jax', 0, 0, 2), ('graves', 0, 0, 2), ('vladimir', 100, 1, 0), ('xayah', 100, 1, 0), ('taliyah', 100, 1, 0), ('malphite', 100, 1, 0), ('gnar', 100, 1, 0), ('viego', 100, 1, 0), ('sett', 100, 1, 0), ('fizz', 0, 0, 1), ('yuumi', 0, 0, 1), ('veigar', 0, 0, 1), ('qiyana', 0, 0, 1), ('gwen', 0, 0, 1)]"
Sxngxin,challenger,"1,399","[('yone', 58, 211, 151), ('sylas', 58, 65, 47), ('vex', 57, 58, 43), ('yasuo', 41, 25, 36), ('ahri', 53, 31, 28), ('akali', 46, 24, 28), ('akshan', 61, 30, 19), ('leblanc', 47, 21, 24), ('zoe', 56, 24, 19), ('irelia', 44, 19, 24), ('leesin', 51, 20, 19), ('ryze', 32, 12, 25), ('veigar', 59, 20, 14), ('tryndamere', 50, 14, 14), ('zeri', 47, 9, 10), ('viktor', 42, 8, 11), ('renekton', 56, 9, 7), ('corki', 44, 7, 9), ('kaisa', 50, 7, 7), ('fiora', 55, 6, 5), ('syndra', 45, 5, 6), ('rakan', 45, 5, 6), ('twistedfate', 45, 5, 6), ('taliyah', 60, 6, 4), ('lucian', 40, 4, 6), ('gangplank', 44, 4, 5), ('karma', 33, 3, 6), ('lux', 50, 4, 4), ('ezreal', 71, 5, 2), ('viego', 57, 4, 3), ('jayce', 43, 3, 4), ('jhin', 50, 3, 3), ('rumble', 60, 3, 2), ('orianna', 60, 3, 2), ('gwen', 50, 2, 2), ('vladimir', 25, 1, 3), ('zed', 25, 1, 3), ('xerath', 67, 2, 1), ('aphelios', 67, 2, 1), ('lulu', 67, 2, 1), ('azir', 33, 1, 2), ('sett', 50, 1, 1), ('tristana', 50, 1, 1), ('samira', 50, 1, 1), ('galio', 50, 1, 1), ('blitzcrank', 50, 1, 1), ('vayne', 0, 0, 2), ('brand', 100, 1, 0), ('seraphine', 100, 1, 0), ('gnar', 100, 1, 0), ('diana', 100, 1, 0), ('zilean', 100, 1, 0), ('caitlyn', 0, 0, 1), ('alistar', 0, 0, 1), ('anivia', 0, 0, 1), ('cassiopeia', 0, 0, 1), ('aatrox', 0, 0, 1), ('xayah', 0, 0, 1), ('xinzhao', 0, 0, 1), ('talon', 0, 0, 1), ('leona', 0, 0, 1), ('thresh', 0, 0, 1), ('nocturne', 0, 0, 1), ('qiyana', 0, 0, 1), ('kassadin', 0, 0, 1)]"
fragiIe,challenger,"1,379","[('viego', 59, 72, 50), ('sejuani', 56, 36, 28), ('diana', 52, 33, 31), ('leesin', 55, 34, 28), ('hecarim', 48, 29, 31), ('graves', 60, 33, 22), ('qiyana', 61, 25, 16), ('galio', 53, 19, 17), ('volibear', 44, 16, 20), ('talon', 58, 19, 14), ('reksai', 47, 15, 17), ('nidalee', 39, 11, 17), ('monkeyking', 65, 15, 8), ('taliyah', 61, 14, 9), ('olaf', 79, 11, 3), ('gwen', 50, 7, 7), ('jarvaniv', 82, 9, 2), ('poppy', 64, 7, 4), ('gragas', 78, 7, 2), ('lillia', 50, 4, 4), ('xinzhao', 33, 2, 4), ('karma', 100, 5, 0), ('kindred', 40, 2, 3), ('karthus', 33, 1, 2), ('kayn', 33, 1, 2), ('zed', 50, 1, 1), ('twistedfate', 50, 1, 1), ('nautilus', 50, 1, 1), ('nunu', 50, 1, 1), ('rengar', 0, 0, 2), ('ekko', 0, 0, 2), ('leona', 0, 0, 2), ('malphite', 100, 1, 0), ('trundle', 100, 1, 0), ('bard', 100, 1, 0), ('jhin', 0, 0, 1), ('yuumi', 0, 0, 1), ('renekton', 0, 0, 1), ('ezreal', 0, 0, 1), ('khazix', 0, 0, 1)]"
타 잔,challenger,"1,375","[('none', -1, -1, -1)]"
dalongmeiI,challenger,"1,360","[('rumble', 59, 200, 137), ('sion', 55, 24, 20), ('malphite', 43, 3, 4), ('urgot', 33, 1, 2), ('gangplank', 50, 1, 1), ('nautilus', 100, 1, 0), ('viego', 100, 1, 0)]"
